id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1079739116810526721,1079739116810526721,2018-12-31 19:30:40 IST,2018-12-31,19:30:40,+0530,420943164,ndtvprofit,NDTV Profit,,Rupee Falls Over 9% In 2018  https://t.co/iXuLZjljKE,en,[],['https://www.ndtv.com/business/inr-rupee-vs-usd-dollar-rupee-falls-over-9-in-2018-1970674'],[],1,11,52,[],[],https://twitter.com/NDTVProfit/status/1079739116810526721,False,,0,,,,,,,,[],,,,
1079730424920719362,1079730424920719362,2018-12-31 18:56:08 IST,2018-12-31,18:56:08,+0530,420943164,ndtvprofit,NDTV Profit,,Cooking Gas Price Cut By Rs. 5.91 Per Cylinder  https://t.co/jtkqWleiHN,en,[],['https://www.ndtv.com/business/cooking-gas-lpg-price-cut-by-rs-5-91-per-cylinder-1970664'],[],5,14,74,[],[],https://twitter.com/NDTVProfit/status/1079730424920719362,False,,0,,,,,,,,[],,,,
1079722723348103169,1079722723348103169,2018-12-31 18:25:32 IST,2018-12-31,18:25:32,+0530,420943164,ndtvprofit,NDTV Profit,,"Banking Sector On ""Course To Recovery"" As Bad Loans Fall: RBI Governor Shaktikanta Das  https://t.co/48YcFSTzHm",en,[],['https://www.ndtv.com/business/banking-sector-on-course-to-recovery-as-bad-loans-fall-rbi-governor-shaktikanta-das-1970646'],[],9,4,29,[],[],https://twitter.com/NDTVProfit/status/1079722723348103169,False,,0,,,,,,,,[],,,,
1079719367820996612,1079719367820996612,2018-12-31 18:12:12 IST,2018-12-31,18:12:12,+0530,420943164,ndtvprofit,NDTV Profit,,Growth In Core Industry Production Hits 16-Month Low  https://t.co/CUUwimyqpU,en,[],['https://www.ndtv.com/business/growth-in-core-industry-production-hits-16-month-low-of-3-5-1970642'],[],0,9,37,[],[],https://twitter.com/NDTVProfit/status/1079719367820996612,False,,0,,,,,,,,[],,,,
1079714494148837376,1079714494148837376,2018-12-31 17:52:50 IST,2018-12-31,17:52:50,+0530,420943164,ndtvprofit,NDTV Profit,,Government Does Not Need RBI Reserves To Manage Fiscal Deficit: Arun Jaitley  https://t.co/QZbDlq0gRl,en,[],['https://www.ndtv.com/business/government-not-seeking-rbi-reserves-to-meet-fiscal-deficit-target-arun-jaitley-1970632'],[],15,3,30,[],[],https://twitter.com/NDTVProfit/status/1079714494148837376,False,,0,,,,,,,,[],,,,
1079712867664912386,1079712867664912386,2018-12-31 17:46:22 IST,2018-12-31,17:46:22,+0530,420943164,ndtvprofit,NDTV Profit,,Gold Prices Rise Over 6% In 2018  https://t.co/cgIh9HddnD,en,[],['https://www.ndtv.com/business/gold-silver-rates-on-december-31-gold-prices-rise-over-6-in-2018-1970629'],[],0,3,16,[],[],https://twitter.com/NDTVProfit/status/1079712867664912386,False,,0,,,,,,,,[],,,,
1079693850443042816,1079693850443042816,2018-12-31 16:30:48 IST,2018-12-31,16:30:48,+0530,420943164,ndtvprofit,NDTV Profit,,"Fuel Rates Touch New Low For 2018, Petrol Below Rs. 69-Mark In Delhi  https://t.co/VxLjJKFJ44",en,[],['https://www.ndtv.com/business/petrol-diesel-prices-fuel-rates-touch-new-low-for-2018-petrol-below-rs-69-mark-in-delhi-1970579'],[],4,8,35,[],[],https://twitter.com/NDTVProfit/status/1079693850443042816,False,,0,,,,,,,,[],,,,
1079683887549140992,1079683887549140992,2018-12-31 15:51:13 IST,2018-12-31,15:51:13,+0530,420943164,ndtvprofit,NDTV Profit,,"Markets end choppy session on flat note; Sensex ends 8 points lower at 36,068",en,[],[],[],0,3,30,[],[],https://twitter.com/NDTVProfit/status/1079683887549140992,False,,0,,,,,,,,[],,,,
1079675359245656065,1079675359245656065,2018-12-31 15:17:19 IST,2018-12-31,15:17:19,+0530,420943164,ndtvprofit,NDTV Profit,,"Last Day Today To Apply For Free Replacement Of SBI Magnetic Strip Card, Details Here  https://t.co/VzUv6VBLeS",en,[],['https://www.ndtv.com/business/sbi-atm-card-free-upgrade-deadline-ends-today-dec-31-last-day-to-replace-state-bank-of-india-atm-car-1970490'],[],0,2,12,[],[],https://twitter.com/NDTVProfit/status/1079675359245656065,False,,0,,,,,,,,[],,,,
1079633976392744960,1079633976392744960,2018-12-31 12:32:53 IST,2018-12-31,12:32:53,+0530,420943164,ndtvprofit,NDTV Profit,,"Sensex, Nifty Reverse Gains Amid Choppy Trade: 10 Things To Know  https://t.co/GO1XBffjj2",en,[],['https://www.ndtv.com/business/stock-market-updates-today-december-31-2018-sensex-nifty-open-higher-set-to-end-2018-with-gains-1970301'],[],0,4,16,[],[],https://twitter.com/NDTVProfit/status/1079633976392744960,False,,0,,,,,,,,[],,,,
1079608564946063360,1079608564946063360,2018-12-31 10:51:54 IST,2018-12-31,10:51:54,+0530,420943164,ndtvprofit,NDTV Profit,,Gold Prices Set For First Annual Decline In 3 Years  https://t.co/KtxesSv5zK,en,[],['https://www.ndtv.com/business/gold-price-today-december-31-2018-gold-prices-set-for-first-annual-decline-in-3-years-1970346'],[],0,0,5,[],[],https://twitter.com/NDTVProfit/status/1079608564946063360,False,,0,,,,,,,,[],,,,
1079604483284295680,1079604483284295680,2018-12-31 10:35:41 IST,2018-12-31,10:35:41,+0530,420943164,ndtvprofit,NDTV Profit,,Rupee Rises Further Above 70 Mark Against Dollar: 10 Things To Know  https://t.co/blczZ97FsD,en,[],['https://www.ndtv.com/business/rupee-dollar-currency-exchange-rate-today-december-31-2018-rupee-rises-against-dollar-1970298'],[],1,5,45,[],[],https://twitter.com/NDTVProfit/status/1079604483284295680,False,,0,,,,,,,,[],,,,
1079598639129882625,1079598639129882625,2018-12-31 10:12:28 IST,2018-12-31,10:12:28,+0530,420943164,ndtvprofit,NDTV Profit,,Rupee Gains By 20 Paise To 69.75 Against Dollar  https://t.co/blczZ97FsD,en,[],['https://www.ndtv.com/business/rupee-dollar-currency-exchange-rate-today-december-31-2018-rupee-rises-against-dollar-1970298'],[],2,2,33,[],[],https://twitter.com/NDTVProfit/status/1079598639129882625,False,,0,,,,,,,,[],,,,
1079589182803107840,1079589182803107840,2018-12-31 09:34:53 IST,2018-12-31,09:34:53,+0530,420943164,ndtvprofit,NDTV Profit,,"Sensex Rises Over 200 Points, Nifty Crosses 10,900  https://t.co/GO1XBffjj2",en,[],['https://www.ndtv.com/business/stock-market-updates-today-december-31-2018-sensex-nifty-open-higher-set-to-end-2018-with-gains-1970301'],[],0,3,33,[],[],https://twitter.com/NDTVProfit/status/1079589182803107840,False,,0,,,,,,,,[],,,,
1079589105632083968,1079589105632083968,2018-12-31 09:34:35 IST,2018-12-31,09:34:35,+0530,420943164,ndtvprofit,NDTV Profit,,"Sensex rises over 200 points, Nifty crosses 10,900 amid gains across sectors",en,[],[],[],0,0,3,[],[],https://twitter.com/NDTVProfit/status/1079589105632083968,False,,0,,,,,,,,[],,,,
1079382147348090882,1079382147348090882,2018-12-30 19:52:12 IST,2018-12-30,19:52:12,+0530,420943164,ndtvprofit,NDTV Profit,,Five Investment Options That Guarantee Safe Returns  https://t.co/a1W0axWZ7K,en,[],['https://www.ndtv.com/business/new-year-2019-investment-ideas-fixed-deposit-recurring-deposit-ppf-financial-resolutions-1970186'],[],0,4,41,[],[],https://twitter.com/NDTVProfit/status/1079382147348090882,False,,0,,,,,,,,[],,,,
1079359729544060928,1079359729544060928,2018-12-30 18:23:07 IST,2018-12-30,18:23:07,+0530,420943164,ndtvprofit,NDTV Profit,,Non-Maintenance Of Minimum Balance: Charges Levied By Key Banks Compared  https://t.co/RXbHnaFy97,en,[],['https://www.ndtv.com/business/minimum-balance-rules-average-monthly-balance-bank-charges-sbi-icici-bank-hdfc-bank-yes-bank-1970164'],[],3,18,63,[],[],https://twitter.com/NDTVProfit/status/1079359729544060928,False,,0,,,,,,,,[],,,,
1079335008106471425,1079335008106471425,2018-12-30 16:44:53 IST,2018-12-30,16:44:53,+0530,420943164,ndtvprofit,NDTV Profit,,2018: A Year Of Reckoning For Real Estate Sector  https://t.co/cE5rn4PNZY,en,[],['https://www.ndtv.com/business/real-estate-sector-2018-latest-developments-a-year-of-reckoning-for-real-estate-sector-liquidity-cri-1970123'],[],0,2,26,[],[],https://twitter.com/NDTVProfit/status/1079335008106471425,False,,0,,,,,,,,[],,,,
1079318129199611904,1079318129199611904,2018-12-30 15:37:49 IST,2018-12-30,15:37:49,+0530,420943164,ndtvprofit,NDTV Profit,,"Petrol Prices Fall To Lowest Level In 2018, Diesel Rates At 9-Month Low: 10 Things To Know  https://t.co/yJxPL1vMxz",en,[],['https://www.ndtv.com/business/petrol-price-diesel-price-today-december-30-petrol-prices-at-its-cheapest-level-in-2018-10-points-1970102'],[],6,15,83,[],[],https://twitter.com/NDTVProfit/status/1079318129199611904,False,,0,,,,,,,,[],,,,
1079294480556032000,1079294480556032000,2018-12-30 14:03:51 IST,2018-12-30,14:03:51,+0530,420943164,ndtvprofit,NDTV Profit,,2018: A Year In Which Sharply Fluctuating Fuel Prices Defined Oil And Gas Sector  https://t.co/30uxiqIug3,en,[],['https://www.ndtv.com/business/oil-and-gas-sector-latest-developments-2018-a-year-in-which-fluctuating-petrol-diesel-prices-defined-1970071'],[],1,3,25,[],[],https://twitter.com/NDTVProfit/status/1079294480556032000,False,,0,,,,,,,,[],,,,
1079288358789046273,1079288358789046273,2018-12-30 13:39:31 IST,2018-12-30,13:39:31,+0530,420943164,ndtvprofit,NDTV Profit,,"Macro Data, Q3 Results, Crude Oil Prices To Guide Markets Next Week: Experts  https://t.co/kfNDpD7wAB",en,[],['https://www.ndtv.com/business/market-outlook-sensex-nifty-next-week-factors-to-determine-shares-stock-movement-new-year-1970063'],[],0,0,2,[],[],https://twitter.com/NDTVProfit/status/1079288358789046273,False,,0,,,,,,,,[],,,,
1079281088617361408,1079281088617361408,2018-12-30 13:10:38 IST,2018-12-30,13:10:38,+0530,420943164,ndtvprofit,NDTV Profit,,"SBI Zero Balance Account Rule, Interest Rates, Other Details  https://t.co/K1CqfDWvBC",en,[],['https://www.ndtv.com/business/state-bank-of-india-sbi-zero-balance-account-latest-interest-rates-benefits-tenure-mode-of-operation-1969867'],[],0,3,14,[],[],https://twitter.com/NDTVProfit/status/1079281088617361408,False,,0,,,,,,,,[],,,,
1079270277358317568,1079270277358317568,2018-12-30 12:27:40 IST,2018-12-30,12:27:40,+0530,420943164,ndtvprofit,NDTV Profit,,Rangarajan Raises Five Major Economic Concerns Of The Year  https://t.co/iUoY4YcbYd,en,[],['https://www.ndtv.com/business/rangarajan-raises-five-major-economic-concerns-of-the-year-2018-heres-what-1970033'],[],3,12,47,[],[],https://twitter.com/NDTVProfit/status/1079270277358317568,False,,0,,,,,,,,[],,,,
1079264952513224704,1079264952513224704,2018-12-30 12:06:31 IST,2018-12-30,12:06:31,+0530,420943164,ndtvprofit,NDTV Profit,,"Government To Infuse 10,086 Crore Rupees Into Bank Of India  https://t.co/5NBetc1A3F",en,[],['https://www.ndtv.com/business/government-to-infuse-10-086-crore-rupees-into-bank-of-india-boi-1970028'],[],5,9,51,[],[],https://twitter.com/NDTVProfit/status/1079264952513224704,False,,0,,,,,,,,[],,,,
1079005275384832000,1079005275384832000,2018-12-29 18:54:39 IST,2018-12-29,18:54:39,+0530,420943164,ndtvprofit,NDTV Profit,,Instant Money Transfer: Charges Levied By Banks For Immediate Payment Service (IMPS)  https://t.co/h4RD7Pz3Y2,en,[],['https://www.ndtv.com/business/instant-money-transfer-service-internet-banking-online-charges-for-imps-sbi-hdfc-bank-icici-bank-1969853'],[],3,10,47,[],[],https://twitter.com/NDTVProfit/status/1079005275384832000,False,,0,,,,,,,,[],,,,
1078976238184615938,1078976238184615938,2018-12-29 16:59:16 IST,2018-12-29,16:59:16,+0530,420943164,ndtvprofit,NDTV Profit,,Gold Prices Edge Higher On Firm Global Trend  https://t.co/cR7pYSvHfM,en,[],['https://www.ndtv.com/business/gold-prices-rates-december-29-gold-prices-edge-higher-on-firm-global-cues-all-you-need-to-know-1969818'],[],2,4,42,[],[],https://twitter.com/NDTVProfit/status/1078976238184615938,False,,0,,,,,,,,[],,,,
1078971845448130561,1078971845448130561,2018-12-29 16:41:48 IST,2018-12-29,16:41:48,+0530,420943164,ndtvprofit,NDTV Profit,,"Bank Fixed Deposit (FD): Interest Rates For Regular, Senior Citizens Compared  https://t.co/k7Wyf2xfJp",en,[],['https://www.ndtv.com/business/fixed-deposit-fd-interest-rates-latest-rates-sbi-icici-bank-hdfc-bank-bank-of-baroda-canara-bank-1969809'],[],0,4,46,[],[],https://twitter.com/NDTVProfit/status/1078971845448130561,False,,0,,,,,,,,[],,,,
1078950296502427649,1078950296502427649,2018-12-29 15:16:11 IST,2018-12-29,15:16:11,+0530,420943164,ndtvprofit,NDTV Profit,,"Petrol Prices Continue To Fall, Touch Lowest Level In 2018: 5 Things To Know  https://t.co/aikjX1SAnU",en,[],['https://www.ndtv.com/business/petrol-price-diesel-price-today-december-29-fuel-rate-cheapest-lowest-2018-level-ahead-of-new-year-1969771'],[],6,14,64,[],[],https://twitter.com/NDTVProfit/status/1078950296502427649,False,,0,,,,,,,,[],,,,
