id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1078917165820956673,1078917165820956673,2018-12-29 13:04:32 IST,2018-12-29,13:04:32,+0530,420943164,ndtvprofit,NDTV Profit,,Non-Performing Assets Hit Banks' Profitability In 2018: Reserve Bank Of India  https://t.co/ja9wJdnJCA,en,[],['https://www.ndtv.com/business/banks-profitability-in-2018-hit-by-bad-loans-reserve-bank-of-india-rbi-developments-in-2018-1969728'],[],0,4,11,[],[],https://twitter.com/NDTVProfit/status/1078917165820956673,False,,0,,,,,,,,[],,,,
1078908226576343041,1078908226576343041,2018-12-29 12:29:01 IST,2018-12-29,12:29:01,+0530,420943164,ndtvprofit,NDTV Profit,,"SBI Flexi Deposit Scheme: How It Works, Tenure And Other Details  https://t.co/CayrhpP5zj",en,[],['https://www.ndtv.com/business/state-bank-of-india-sbi-recurring-flexi-fixed-deposit-scheme-latest-interest-rates-tenure-1969707'],[],0,2,14,[],[],https://twitter.com/NDTVProfit/status/1078908226576343041,False,,0,,,,,,,,[],,,,
1078659848164716544,1078659848164716544,2018-12-28 20:02:02 IST,2018-12-28,20:02:02,+0530,420943164,ndtvprofit,NDTV Profit,,"Action Taken Against Over 6,000 Public Sector Bank Officials For Bad Loans: Arun Jaitley  https://t.co/y5Uj8AYZ65",en,[],['https://www.ndtv.com/business/action-taken-against-over-6-000-public-sector-bank-officials-for-bad-loans-arun-jaitley-1969528'],[],19,23,86,[],[],https://twitter.com/NDTVProfit/status/1078659848164716544,False,,0,,,,,,,,[],,,,
1078642162961506305,1078642162961506305,2018-12-28 18:51:46 IST,2018-12-28,18:51:46,+0530,420943164,ndtvprofit,NDTV Profit,,"IDBI Bank Allots Shares Worth Rs 14,500 Crore To Life Insurance Corporation   https://t.co/5Pfo7hzB5A",en,[],['https://www.ndtv.com/business/lic-acquires-shares-worth-rs-14-500-crore-from-idbi-bank-1969492'],[],0,3,27,[],[],https://twitter.com/NDTVProfit/status/1078642162961506305,False,,0,,,,,,,,[],,,,
1078639589923811330,1078639589923811330,2018-12-28 18:41:33 IST,2018-12-28,18:41:33,+0530,420943164,ndtvprofit,NDTV Profit,,Rupee Moves Above 70-Mark Against Dollar  https://t.co/Myz7zwq38b,en,[],['https://www.ndtv.com/business/rupee-inr-vs-dollar-usd-rupee-moves-above-70-mark-against-dollar-1969486'],[],1,5,36,[],[],https://twitter.com/NDTVProfit/status/1078639589923811330,False,,0,,,,,,,,[],,,,
1078632022422183936,1078632022422183936,2018-12-28 18:11:28 IST,2018-12-28,18:11:28,+0530,420943164,ndtvprofit,NDTV Profit,,Government Doubles Export Incentives For Onion Farmers  https://t.co/Pvf5GJ422c,en,[],['https://www.ndtv.com/business/government-doubles-export-incentives-for-onion-farmers-1969464'],[],3,6,55,[],[],https://twitter.com/NDTVProfit/status/1078632022422183936,False,,0,,,,,,,,[],,,,
1078628104770248704,1078628104770248704,2018-12-28 17:55:54 IST,2018-12-28,17:55:54,+0530,420943164,ndtvprofit,NDTV Profit,,Gold Prices Rise By 170 Rupees On Firm Global Cues  https://t.co/iN7GOPu4MH,en,[],['https://www.ndtv.com/business/gold-silver-rates-on-december-28-gold-prices-rise-by-170-rupees-on-firm-global-cues-1969453'],[],0,2,10,[],[],https://twitter.com/NDTVProfit/status/1078628104770248704,False,,0,,,,,,,,[],,,,
1078618957307727872,1078618957307727872,2018-12-28 17:19:33 IST,2018-12-28,17:19:33,+0530,420943164,ndtvprofit,NDTV Profit,,Start-Ups That Became Unicorns In 2018  https://t.co/oOieEoV14R,en,[],['https://www.ndtv.com/photos/business/swiggy-oyo-rooms-zomato-start-ups-that-became-unicorns-in-2018-business-year-ender-2018--96927#photo-391394'],[],0,1,5,[],[],https://twitter.com/NDTVProfit/status/1078618957307727872,False,,0,,,,,,,,[],,,,
1078613556453507072,1078613556453507072,2018-12-28 16:58:06 IST,2018-12-28,16:58:06,+0530,420943164,ndtvprofit,NDTV Profit,,"Flipkart Says New E-Commerce Rules To ""Have Long-Term Implications""  https://t.co/q4mHR0J9vC",en,[],['https://www.ndtv.com/business/flipkart-says-new-e-commerce-rules-to-have-long-term-implications-1969410'],[],0,1,4,[],[],https://twitter.com/NDTVProfit/status/1078613556453507072,False,,0,,,,,,,,[],,,,
1078609647097921536,1078609647097921536,2018-12-28 16:42:34 IST,2018-12-28,16:42:34,+0530,420943164,ndtvprofit,NDTV Profit,,"Reliance Jio Announces 'Happy New Year' Offer, Details Here  https://t.co/5ujau1YlfP",en,[],['https://www.ndtv.com/business/reliance-jio-happy-new-year-2019-offer-offers-cashback-on-this-prepaid-plan-how-to-avail-1969398'],[],0,3,25,[],[],https://twitter.com/NDTVProfit/status/1078609647097921536,False,,0,,,,,,,,[],,,,
1078603702112407552,1078603702112407552,2018-12-28 16:18:56 IST,2018-12-28,16:18:56,+0530,420943164,ndtvprofit,NDTV Profit,,Cabinet Clears Public Offer Plans Of 7 State-Run Firms   https://t.co/mfYbNtA3DI,en,[],['https://www.ndtv.com/business/cabinet-clears-7-state-run-companies-to-raise-funds-through-stock-markets-1969365'],[],1,0,6,[],[],https://twitter.com/NDTVProfit/status/1078603702112407552,False,,0,,,,,,,,[],,,,
1078602910374584321,1078602910374584321,2018-12-28 16:15:47 IST,2018-12-28,16:15:47,+0530,420943164,ndtvprofit,NDTV Profit,,SAIL Wants To Sign ArcelorMittal Joint Venture Next Month  https://t.co/4Y5S6bmdvF,en,[],['https://www.ndtv.com/business/sail-wants-to-sign-arcelormittal-joint-venture-next-month-1969382'],[],0,0,4,[],[],https://twitter.com/NDTVProfit/status/1078602910374584321,False,,0,,,,,,,,[],,,,
1078596091971432448,1078596091971432448,2018-12-28 15:48:42 IST,2018-12-28,15:48:42,+0530,420943164,ndtvprofit,NDTV Profit,,"Sensex Closes 269 Points Higher, Nifty Settles At 10,859  https://t.co/q1mPzQfXjC",en,[],['https://www.ndtv.com/business/share-market-closing-bell-stock-market-updates-sensex-nifty-settle-week-on-high-note-10-points-1969360'],[],1,4,17,[],[],https://twitter.com/NDTVProfit/status/1078596091971432448,False,,0,,,,,,,,[],,,,
1078581098978766848,1078581098978766848,2018-12-28 14:49:07 IST,2018-12-28,14:49:07,+0530,420943164,ndtvprofit,NDTV Profit,,Government In Talks With US Over Steel Tariff Exemption  https://t.co/2a9a1mpwma,en,[],['https://www.ndtv.com/business/government-in-talks-with-us-over-steel-tariff-exemption-1969309'],[],0,3,10,[],[],https://twitter.com/NDTVProfit/status/1078581098978766848,False,,0,,,,,,,,[],,,,
1078562603352219648,1078562603352219648,2018-12-28 13:35:38 IST,2018-12-28,13:35:38,+0530,420943164,ndtvprofit,NDTV Profit,,"Indian Railways Hikes Lower Berth Quota For Senior Citizens, Women Passengers  https://t.co/ZGpLTFPuJg",en,[],['https://www.ndtv.com/business/irctc-indian-railways-reservation-lower-berth-quota-hiked-for-passengers-check-revised-table-1969269'],[],0,11,44,[],[],https://twitter.com/NDTVProfit/status/1078562603352219648,False,,0,,,,,,,,[],,,,
1078509911145820160,1078509911145820160,2018-12-28 10:06:15 IST,2018-12-28,10:06:15,+0530,420943164,ndtvprofit,NDTV Profit,,Rupee Gains By 30 Paise To 70.05 Against Dollar  https://t.co/8xiIKQ7442,en,[],['https://www.ndtv.com/business/rupee-vs-dollar-inr-vs-usd-currency-exchange-rate-rupee-gains-this-paise-10-things-to-know-1969134'],[],1,4,23,[],[],https://twitter.com/NDTVProfit/status/1078509911145820160,False,,0,,,,,,,,[],,,,
1078504174285840385,1078504174285840385,2018-12-28 09:43:27 IST,2018-12-28,09:43:27,+0530,420943164,ndtvprofit,NDTV Profit,,"Sensex Rises Over 300 Points, Nifty Moves Above 10,850  https://t.co/XXBhQyPkmr",en,[],['https://www.ndtv.com/business/share-market-live-stock-market-update-friday-december-28-sensex-nifty-today-1969115'],[],1,4,28,[],[],https://twitter.com/NDTVProfit/status/1078504174285840385,False,,0,,,,,,,,[],,,,
1078322368999653376,1078322368999653376,2018-12-27 21:41:01 IST,2018-12-27,21:41:01,+0530,420943164,ndtvprofit,NDTV Profit,,IndiGo Worst Performing Airline For Consumers: Parliamentary Panel  https://t.co/vqUD02kWkv,en,[],['https://www.ndtv.com/business/indigo-worst-performing-airline-for-consumers-parliamentary-panel-1969026'],[],18,25,113,[],[],https://twitter.com/NDTVProfit/status/1078322368999653376,False,,0,,,,,,,,[],,,,
1078276423570223106,1078276423570223106,2018-12-27 18:38:27 IST,2018-12-27,18:38:27,+0530,420943164,ndtvprofit,NDTV Profit,,Rupee Falls By 29 Paise To Close At 70.35 Against Dollar  https://t.co/kgFCCwbkQw,en,[],['https://www.ndtv.com/business/rupee-inr-vs-dollar-usd-rupee-falls-by-29-paise-to-close-at-70-35-against-dollar-1968979'],[],1,3,30,[],[],https://twitter.com/NDTVProfit/status/1078276423570223106,False,,0,,,,,,,,[],,,,
1078272444329209856,1078272444329209856,2018-12-27 18:22:38 IST,2018-12-27,18:22:38,+0530,420943164,ndtvprofit,NDTV Profit,,Centre To Issue Draft E-Commerce Policy Soon: Report  https://t.co/fS4p6JfwW5,en,[],['https://www.ndtv.com/business/centre-to-issue-draft-e-commerce-policy-soon-report-1968970'],[],0,1,21,[],[],https://twitter.com/NDTVProfit/status/1078272444329209856,False,,0,,,,,,,,[],,,,
1078264081402871808,1078264081402871808,2018-12-27 17:49:24 IST,2018-12-27,17:49:24,+0530,420943164,ndtvprofit,NDTV Profit,,"GoAir Offers Flight Tickets From Rs. 1,399 In New Flash Sale  https://t.co/GlvREs7cfQ",en,[],['https://www.ndtv.com/business/goair-new-year-sale-offers-flight-tickets-from-1-399-rupees-schedules-routes-details-here-1968952'],[],0,3,18,[],[],https://twitter.com/NDTVProfit/status/1078264081402871808,False,,0,,,,,,,,[],,,,
1078245866694107137,1078245866694107137,2018-12-27 16:37:02 IST,2018-12-27,16:37:02,+0530,420943164,ndtvprofit,NDTV Profit,,April-November Fiscal Deficit Hits 115% Of Full-Year Target  https://t.co/c0oVVal57b,en,[],['https://www.ndtv.com/business/april-november-fiscal-deficit-hits-115-of-full-year-target-1968900'],[],3,8,27,[],[],https://twitter.com/NDTVProfit/status/1078245866694107137,False,,0,,,,,,,,[],,,,
1078242114360635392,1078242114360635392,2018-12-27 16:22:07 IST,2018-12-27,16:22:07,+0530,420943164,ndtvprofit,NDTV Profit,,"Gold Prices Fall, Break 3-Day Rising Streak  https://t.co/C9xP7Xye7v",en,[],['https://www.ndtv.com/business/gold-silver-rates-on-december-87-gold-prices-fall-break-3-day-rising-streak-1968881'],[],1,3,18,[],[],https://twitter.com/NDTVProfit/status/1078242114360635392,False,,0,,,,,,,,[],,,,
1078233911828766720,1078233911828766720,2018-12-27 15:49:31 IST,2018-12-27,15:49:31,+0530,420943164,ndtvprofit,NDTV Profit,,"Sensex, Nifty Close Higher For Second Straight Day  https://t.co/czlBepdIju",en,[],['https://www.ndtv.com/business/stock-markets-today-december-27-sensex-nifty-extend-gains-to-2nd-straight-day-on-strong-global-cues-1968821'],[],0,2,14,[],[],https://twitter.com/NDTVProfit/status/1078233911828766720,False,,0,,,,,,,,[],,,,
1078233840114495489,1078233840114495489,2018-12-27 15:49:14 IST,2018-12-27,15:49:14,+0530,420943164,ndtvprofit,NDTV Profit,,"Sensex closes 157 points higher, Nifty settles at 10,779; IT, energy stocks lead advances",en,[],[],[],0,2,31,[],[],https://twitter.com/NDTVProfit/status/1078233840114495489,False,,0,,,,,,,,[],,,,
1078222228418777090,1078222228418777090,2018-12-27 15:03:06 IST,2018-12-27,15:03:06,+0530,420943164,ndtvprofit,NDTV Profit,,"Government Has Revival Plan For Air India, Says Jayant Sinha  https://t.co/fYVkNTiNUm",en,[],['https://www.ndtv.com/business/government-has-revival-plan-for-air-india-says-jayant-sinha-1968832'],[],2,3,25,[],[],https://twitter.com/NDTVProfit/status/1078222228418777090,False,,0,,,,,,,,[],,,,
1078169976853344256,1078169976853344256,2018-12-27 11:35:28 IST,2018-12-27,11:35:28,+0530,420943164,ndtvprofit,NDTV Profit,,"Tighter E-Commerce Rules From February 1 Likely To Hit Amazon, Flipkart  https://t.co/4zNNqj3HSH",en,[],['https://www.ndtv.com/business/tighter-e-commerce-rules-from-february-1-likely-to-hit-amazon-flipkart-details-here-1968663'],[],3,5,21,[],[],https://twitter.com/NDTVProfit/status/1078169976853344256,False,,0,,,,,,,,[],,,,
1078153921476972544,1078153921476972544,2018-12-27 10:31:40 IST,2018-12-27,10:31:40,+0530,420943164,ndtvprofit,NDTV Profit,,Rupee Slips 19 Paise To 70.25 Against Dollar  https://t.co/puQGABRWlJ,en,[],['https://www.ndtv.com/business/inr-vs-usd-rupee-vs-dollar-currency-exchange-rate-rupee-loses-this-much-10-things-to-know-1968633'],[],2,4,31,[],[],https://twitter.com/NDTVProfit/status/1078153921476972544,False,,0,,,,,,,,[],,,,
1078142982442926081,1078142982442926081,2018-12-27 09:48:12 IST,2018-12-27,09:48:12,+0530,420943164,ndtvprofit,NDTV Profit,,"Sensex Rises Over 300 Points, Nifty Above 10,800  https://t.co/0WMerD9n0t",en,[],['https://www.ndtv.com/business/share-market-live-stock-market-update-thursday-december-27-sensex-nifty-today-1968605'],[],2,6,34,[],[],https://twitter.com/NDTVProfit/status/1078142982442926081,False,,0,,,,,,,,[],,,,
1078128714842484736,1078128714842484736,2018-12-27 08:51:30 IST,2018-12-27,08:51:30,+0530,420943164,ndtvprofit,NDTV Profit,,SpiceJet To Launch New Flights On These Routes  https://t.co/dpv2X7z5I0,en,[],['https://www.ndtv.com/business/spicejet-to-launch-new-daily-direct-flights-on-these-routes-check-schedule-ticket-prices-1968598'],[],0,2,4,[],[],https://twitter.com/NDTVProfit/status/1078128714842484736,False,,0,,,,,,,,[],,,,
1077944727310200832,1077944727310200832,2018-12-26 20:40:24 IST,2018-12-26,20:40:24,+0530,420943164,ndtvprofit,NDTV Profit,,"RBI Forms Panel On Economic Capital Framework, To Be Headed By Bimal Jalan  https://t.co/yCpWTLT3ol",en,[],['https://www.ndtv.com/business/rbi-reserve-bank-of-india-forms-panel-on-economic-capital-framework-to-be-headed-by-bimal-jalan-1968473'],[],2,4,18,[],[],https://twitter.com/NDTVProfit/status/1077944727310200832,False,,0,,,,,,,,[],,,,
