,date,price
997,2019-01-11,10794.95
998,2019-01-14,10737.6
999,2019-01-15,10886.8
1000,2019-01-16,10890.3
1001,2019-01-17,10905.2
1002,2019-01-18,10906.95
1003,2019-01-21,10961.85
1004,2019-01-22,10922.75
1005,2019-01-23,10831.5
1006,2019-01-24,10849.8
1007,2019-01-25,10780.55
1008,2019-01-28,10661.55
1009,2019-01-29,10652.2
1010,2019-01-30,10651.8
1011,2019-01-31,10830.95
1012,2019-02-01,10893.65
1013,2019-02-04,10912.25
1014,2019-02-05,10934.35
1015,2019-02-06,11062.45
1016,2019-02-07,11069.4
1017,2019-02-08,10943.6
1018,2019-02-11,10888.8
1019,2019-02-12,10831.4
1020,2019-02-13,10793.65
1021,2019-02-14,10746.05
1022,2019-02-15,10724.4
1023,2019-02-18,10640.95
1024,2019-02-19,10604.35
1025,2019-02-20,10735.45
1026,2019-02-21,10789.85
1027,2019-02-22,10791.65
1028,2019-02-25,10880.1
1029,2019-02-26,10835.3
1030,2019-02-27,10806.65
1031,2019-02-28,10792.5
1032,2019-03-01,10863.5
1033,2019-03-05,10987.45
1034,2019-03-06,11053.0
1035,2019-03-07,11058.2
1036,2019-03-08,11035.4
1037,2019-03-11,11168.05
1038,2019-03-12,11301.2
1039,2019-03-13,11341.7
1040,2019-03-14,11343.25
1041,2019-03-15,11426.85
1042,2019-03-18,11462.2
1043,2019-03-19,11532.4
1044,2019-03-20,11521.05
1045,2019-03-22,11456.9
1046,2019-03-25,11354.25
1047,2019-03-26,11483.25
1048,2019-03-27,11445.05
1049,2019-03-28,11570.0
1050,2019-03-29,11623.9
1051,2019-04-01,11669.15
1052,2019-04-02,11713.2
1053,2019-04-03,11643.95
1054,2019-04-04,11598.0
1055,2019-04-05,11665.95
1056,2019-04-08,11604.5
1057,2019-04-09,11671.95
1058,2019-04-10,11584.3
1059,2019-04-11,11596.7
1060,2019-04-12,11643.45
1061,2019-04-15,11690.35
1062,2019-04-16,11787.15
1063,2019-04-18,11752.8
1064,2019-04-22,11594.45
1065,2019-04-23,11575.95
1066,2019-04-24,11726.15
1067,2019-04-25,11641.8
1068,2019-04-26,11754.65
1069,2019-04-30,11748.15
1070,2019-05-02,11724.75
1071,2019-05-03,11712.25
1072,2019-05-06,11598.25
1073,2019-05-07,11497.9
1074,2019-05-08,11359.45
1075,2019-05-09,11301.8
1076,2019-05-10,11278.9
1077,2019-05-13,11148.2
1078,2019-05-14,11222.05
1079,2019-05-15,11157.0
1080,2019-05-16,11257.1
1081,2019-05-17,11407.15
1082,2019-05-20,11828.25
1083,2019-05-21,11709.1
1084,2019-05-22,11737.9
1085,2019-05-23,11657.05
1086,2019-05-24,11844.1
1087,2019-05-27,11924.75
1088,2019-05-28,11928.75
1089,2019-05-29,11861.1
1090,2019-05-30,11945.9
1091,2019-05-31,11922.8
1092,2019-06-03,12088.55
1093,2019-06-04,12021.65
1094,2019-06-06,11843.75
1095,2019-06-07,11870.65
1096,2019-06-10,11922.7
1097,2019-06-11,11965.6
1098,2019-06-12,11906.2
1099,2019-06-13,11914.05
1100,2019-06-14,11823.3
1101,2019-06-17,11672.15
1102,2019-06-18,11691.5
1103,2019-06-19,11691.45
1104,2019-06-20,11831.75
1105,2019-06-21,11724.1
1106,2019-06-24,11699.65
1107,2019-06-25,11796.45
1108,2019-06-26,11847.55
1109,2019-06-27,11841.55
1110,2019-06-28,11788.85
1111,2019-07-01,11865.6
1112,2019-07-02,11910.3
1113,2019-07-03,11916.75
1114,2019-07-04,11946.75
1115,2019-07-05,11811.15
1116,2019-07-08,11558.6
1117,2019-07-09,11555.9
1118,2019-07-10,11498.9
1119,2019-07-11,11582.9
1120,2019-07-12,11552.5
1121,2019-07-15,11588.35
1122,2019-07-16,11662.6
1123,2019-07-17,11687.5
1124,2019-07-18,11596.9
1125,2019-07-19,11419.25
1126,2019-07-22,11346.2
1127,2019-07-23,11331.05
1128,2019-07-24,11271.3
1129,2019-07-25,11252.15
1130,2019-07-26,11284.3
1131,2019-07-29,11189.2
1132,2019-07-30,11085.4
1133,2019-07-31,11118.0
1134,2019-08-01,10980.0
1135,2019-08-02,10997.35
1136,2019-08-05,10862.6
1137,2019-08-06,10948.25
1138,2019-08-07,10855.5
1139,2019-08-08,11032.45
1140,2019-08-09,11109.65
1141,2019-08-13,10925.85
1142,2019-08-14,11029.4
1143,2019-08-16,11047.8
1144,2019-08-19,11053.9
1145,2019-08-20,11017.0
1146,2019-08-21,10918.7
1147,2019-08-22,10741.35
1148,2019-08-23,10829.35
1149,2019-08-26,11057.85
1150,2019-08-27,11105.35
1151,2019-08-28,11046.1
1152,2019-08-29,10948.3
1153,2019-08-30,11023.25
1154,2019-09-03,10797.9
1155,2019-09-04,10844.65
1156,2019-09-05,10847.9
1157,2019-09-06,10946.2
1158,2019-09-09,11003.05
1159,2019-09-11,11035.7
1160,2019-09-12,10982.8
1161,2019-09-13,11075.9
1162,2019-09-16,11003.5
1163,2019-09-17,10817.6
1164,2019-09-18,10840.65
1165,2019-09-19,10704.8
1166,2019-09-20,11274.2
1167,2019-09-23,11600.2
1168,2019-09-24,11588.2
1169,2019-09-25,11440.2
1170,2019-09-26,11571.2
1171,2019-09-27,11512.4
1172,2019-09-30,11474.45
1173,2019-10-01,11359.9
1174,2019-10-03,11314.0
1175,2019-10-04,11174.75
1176,2019-10-07,11126.4
1177,2019-10-09,11313.3
1178,2019-10-10,11234.55
1179,2019-10-11,11305.05
1180,2019-10-14,11341.15
1181,2019-10-15,11428.3
1182,2019-10-16,11464.0
1183,2019-10-17,11586.35
1184,2019-10-18,11661.85
1185,2019-10-22,11588.35
1186,2019-10-23,11604.1
1187,2019-10-24,11582.6
1188,2019-10-25,11583.9
1189,2019-10-29,11786.85
1190,2019-10-30,11844.1
1191,2019-10-31,11877.45
1192,2019-11-01,11890.6
1193,2019-11-04,11941.3
1194,2019-11-05,11917.2
1195,2019-11-06,11966.05
1196,2019-11-07,12012.05
1197,2019-11-08,11908.15
1198,2019-11-11,11913.45
1199,2019-11-13,11840.45
1200,2019-11-14,11872.1
1201,2019-11-15,11895.45
1202,2019-11-18,11884.5
1203,2019-11-19,11940.1
1204,2019-11-20,11999.1
1205,2019-11-21,11968.4
1206,2019-11-22,11914.4
1207,2019-11-25,12073.75
1208,2019-11-26,12037.7
1209,2019-11-27,12100.7
1210,2019-11-28,12151.15
1211,2019-11-29,12056.05
1212,2019-12-02,12048.2
1213,2019-12-03,11994.2
1214,2019-12-04,12043.2
1215,2019-12-05,12018.4
1216,2019-12-06,11921.5
1217,2019-12-09,11937.5
1218,2019-12-10,11856.8
1219,2019-12-11,11910.15
1220,2019-12-12,11971.8
1221,2019-12-13,12086.7
1222,2019-12-16,12053.95
1223,2019-12-17,12165.0
1224,2019-12-18,12221.65
1225,2019-12-19,12259.7
1226,2019-12-20,12271.8
1227,2019-12-23,12262.75
1228,2019-12-24,12214.55
1229,2019-12-26,12126.55
1230,2019-12-27,12245.8
1231,2019-12-30,12255.85
1232,2019-12-31,12168.45
